Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,SC,2023,11,Male,17,Right-Handed,5’9,28.3,50.2,2,Car,35min,0.201,56,Football (American),10,10,10,10,10,10,28.3,Same length,5,5,Ring finger,March,Spring,Yes,Yes,Salads,Water,Mathematics and statistics,8,5,8,Yes - other,Other,100,1000,,,,,,,,,,,,,Some,High school,Rap/Hip hop,Fly,Healthy,Religious figure,Education/Youth development
USA,AK,2023,12,Male,17,Ambidextrous,175.2,30,188,2,Car,5,3,69,Basketball,492,717,684,1000,765,1000,30,Same length,49,49,Same length,January,Summer,No,No,Meat,Water,Other,5,8,5,Yes - other,Text messaging,50,50,5,6,7,4,3,9,2,1,8,3,0,0,Very little,Some college,Rhythm and blues (R&B),Freeze time,Happy,Musician or singer,"Wildlife, animals"
USA,PA,2023,11,Male,17,Right-Handed,177.8,28.1,,1,Car,8,0.391,71,Basketball,139,236,150,503,1000,1000,27.9,Right foot,11,9,Index finger,October,Summer,Yes,No,Meat,Water,Physical education,5,8,3,Yes - broadband connection,Internet chat or instant messaging,100,100,24,5,1,10,10,2,5,3,5,12,0,2,Very little,Some college,Rap/Hip hop,Freeze time,Rich,Sports person,Health
USA,PA,2023,12,Female,18,Right-Handed,170,25,173,3,Car,10,0.365,21,Tennis,1000,1000,775,765,513,599,25,Same length,75,80,Ring finger,April,Fall,No,Yes,Pizza/Pasta,Water,Mathematics and statistics,8,12,4,Yes - broadband connection,Text messaging,30,35,1,1,5,2,5,20,0,2,10,0,0,5,Some,Graduate degree,Punk rock,Freeze time,Happy,Musician or singer,Health
USA,NC,2023,11,Male,16,Right-Handed,172,25,173,2,Car,10,0.246,46,Soccer,588,406,492,904,401,1000,25,Same length,80,85,Index finger,September,Spring,Yes,No,No favorite,Water,Mathematics and statistics,7,9,4,Yes - other,"Myspace, Facebook, other social networking sites, or blog",873,800,14,2,28,5,17,2,13,15,45,2,7,4,A lot,Graduate degree,Rap/Hip hop,Freeze time,Rich,Sports person,Health
USA,ID,2023,12,Male,19,Right-Handed,203,28,205,1,Car,5,0.443,37,Basketball,674,529,433,444,797,775,26,Right foot,101,88,Index finger,June,Spring,Yes,No,Meat,Water,Science,7,9,4,Yes - broadband connection,In person,10,50,8,1,10,5,7,3,5,1,10,4,8,5,Some,Graduate degree,Rhythm and blues (R&B),Fly,Happy,Sports person,Health
USA,SC,2023,12,Female,17,Right-Handed,157.4,23.5,57.7,1,Car,10,0.521,53,Lacrosse,1000,1000,1000,1000,1000,1000,23,Same length,88,90,Same length,August,Spring,No,No,No favorite,Energy drink,Other,7,10,5,Yes - broadband connection,Text messaging,100,120,25,1,0,10,2,0,35,35,70,10,30,10,Very little,Some college,Country,Telepathy,Rich,Other,International aid
USA,VT,2023,12,Female,18,Right-Handed,172.7,24.6,70.96,1,Car,2,0.337,31,Walking/Hiking,845,305,513,791,594,599,24.6,Same length,80,90,Ring finger,September,Summer,No,No,Soups,Energy drink,English,4,6,5,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",14,20,6,8,8,35,5,0,25,6,20,14,20,10,A lot,Undergraduate degree,Rhythm and blues (R&B),Telepathy,Rich,Relative,Education/Youth development
USA,CA,2023,12,Female,17,Right-Handed,162,21,137,5,Car,5,0.666,50,Dancing,70,80,60,50,40,60,22,Left foot,70,60,Index finger,May,Spring,No,No,Rice/Noodle dishes,Water,History,7,10,3,Yes - broadband connection,Text messaging,30,100,20,2,2,20,3,0,10,10,5,5,13,2,Very little,,Rhythm and blues (R&B),Fly,Happy,Musician or singer,"Wildlife, animals"
USA,PA,2023,12,Male,18,Right-Handed,179,26,183,1,Car,7,0.308,58,Baseball/Softball,503,348,501,364,615,802,26,Same length,100,105,Same length,October,Winter,No,No,No favorite,Water,Science,6,8,2,Yes - broadband connection,Text messaging,5,5,10,6,3.5,10,5,3,8,5,8,7,0,4,Some,Graduate degree,Rap/Hip hop,Telepathy,Happy,Friend,Health
USA,NC,2023,12,Female,18,Right-Handed,162,22,151,1,Car,25,,0.35,Athletics,813,754,401,342,134,471,21,Right foot,70,70,Same length,March,Spring,Yes,No,Seafood,Water,Art,8,8,4,Yes - other,Internet chat or instant messaging,10,24,3,1,10,6,21,0,4,6,3,2,17,10,Some,Graduate degree,Rap/Hip hop,Freeze time,Happy,Coach or club leader,Education/Youth development
USA,VT,2023,12,Female,15,Right-Handed,152,25,147,1,Car,10,0.4,59,Soccer,695,695,364,364,0,834,24.9,Right foot,7,7.1,Ring finger,July,Summer,No,No,Rice/Noodle dishes,Water,Art,7,10,4,Yes - other,Internet chat or instant messaging,30,40,0,0,3,2,25,0,10,0.5,5,0,0,5,Some,Graduate degree,Pop,Freeze time,Rich,,Environment
USA,TX,2023,12,Female,17,Right-Handed,57,23,165,1,Car,15,0.596,58.33,Swimming,791,567,733,807,647,872,23,Same length,75,60,Index finger,August,Fall,Yes,No,Seafood,Tea,Art,7,8,4,Yes - broadband connection,Internet chat or instant messaging,6,7,8,2,4,10,1,1,4,3,4,2,3,12,A lot,Graduate degree,Other,Invisibility,Happy,Relative,"Wildlife, animals"
USA,AL,2023,12,Male,18,Right-Handed,182.8,24,183,1,Bus,12,0.52,42,Baseball/Softball,1000,500,128,1000,128,128,24,Same length,12,8,Ring finger,May,Fall,Yes,No,Meat,Tea,Other,10,6,6,Yes - other,Cell phone,8,9,7,5,4,6,6,4,4,6,45,45,54,6,Very little,High school,Country,Invisibility,Happy,Friend,Health
USA,GA,2023,9,Male,17,Right-Handed,185,26,189,1,Car,8,0.378,,Football (American),487,572,412,1000,872,1000,26,Same length,78,79,Ring finger,February,Spring,No,No,Desserts,Juice,Science,6,10,5,Yes - other,Cell phone,15,300,6,10,4,2,4,48,72,72,72,0,10,0,Very little,Graduate degree,Rap/Hip hop,Freeze time,Rich,Other,Environment
USA,NC,2023,12,Male,16,Right-Handed,185.4,25.5,72.5,1,Car,7,0.295,28,Lacrosse,765,690,1000,588,182,182,25.5,Same length,100,90,Index finger,June,Summer,No,No,Meat,Water,Physical education,5,16,6,Yes - other,Text messaging,72,198,10,1,20,6,6.5,4,2,3,10,5,0,8,A lot,Graduate degree,Rap/Hip hop,Freeze time,Rich,Sports person,"Wildlife, animals"
USA,WA,2023,11,Female,16,Right-Handed,160.2,,23,1,Car,5,0,0,Basketball,0,0,0,0,0,0,23,Same length,4,6,Same length,May,Fall,Yes,No,Seafood,Water,Music,6,6,3,Yes - other,Internet chat or instant messaging,To ma,To ma,0,,,,,,,,,,,,,,,,,,
USA,WA,2023,12,Male,17,Right-Handed,170.1,24.13,168.7,1,Walk,10,0.57,51,Baseball/Softball,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2023,11,Male,16,Right-Handed,179,28,40,1,Car,10,0.19,44,Lacrosse,,,,,,,28,Right foot,63.5,62.8,Index finger,July,Summer,No,No,Pizza/Pasta,Water,Mathematics and statistics,7,10,3,Yes - broadband connection,Text messaging,,,11,1,5,15,5,3,10,5,5,5,0,4,Some,Undergraduate degree,Rock and roll,Invisibility,Healthy,Relative,Health
USA,CA,2023,12,Female,17,Right-Handed,156,24,160,1,Car,9,0.43,47,Walking/Hiking,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,WA,2023,11,Female,18,Right-Handed,162,23,152.4,3,Car,7,0.584,41,Other,10,100,600,700,20,1000,23,Same length,7.23,7.62,Ring finger,January,Fall,No,No,Breads/Sandwiches,Energy drink,History,6,8,5,Yes - broadband connection,Text messaging,15,20,5,7,1,2,1,2,4,1,30,0,20,10,Some,Other,Other,Fly,Rich,Other,Religious
USA,CA,2023,12,Male,17,Right-Handed,173,26,178,1,Car,4,0.689,52,Soccer,600,550,600,700,500,350,28,Same length,75,85,Ring finger,April,Summer,Yes,No,Rice/Noodle dishes,Juice,Mathematics and statistics,7,9,4,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",80,70,14,4,2,6,8,4,17,4,12,4,0,2,Some,Graduate degree,Rap/Hip hop,Freeze time,Happy,Politician,Religious
USA,NC,2023,12,Male,16,Left-Handed,173,26,174,2,Car,7,0.705,58,Golf,810,800,950,900,996,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,AK,2023,12,Female,17,Right-Handed,160,228,158,2,Walk,15,0.728,54,Running/Jogging,70,70,50,50,10,70,223,Right foot,88,89,Ring finger,November,Summer,No,Yes,Pizza/Pasta,Water,Art,5,9,3,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",28,29,11,2,9,1,5,0,7,1,7,3,0,1,Some,Graduate degree,Pop,Telepathy,Rich,Relative,"Wildlife, animals"
USA,NY,2023,12,Female,16,Right-Handed,162,24,152,3,Bus,30,0.403,40,Athletics,800,700,200,500,800,600,24,Same length,63,64,Ring finger,July,Summer,No,No,Desserts,Water,Science,8,6,4,Yes - broadband connection,In person,50,50,10,3,20,2,7,0,7,10,25,0,0,0,Some,Undergraduate degree,Rock and roll,Invisibility,Happy,Relative,Environment
USA,FL,2023,12,Male,17,Right-Handed,182.8,27,181,1,Car,8,0.3,36,Other,900,900,700,400,1000,1000,27,Same length,102,115,Ring finger,February,Summer,No,No,Meat,Soft drink (caffeinated),English,7,8,3,Yes - broadband connection,Other,3,5,12,0,3,2,7,7,1,12,24,0,0,2,None,Undergraduate degree,Other,Fly,Healthy,Relative,Other
USA,IN,2023,11,Female,16,Right-Handed,174,23,122,1,Car,5,0.229,32,Baseball/Softball,385,647,893,1000,1000,1000,23,Same length,50.8,52.8,Ring finger,August,Spring,No,No,Meat,Water,Physical education,7,9,3,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",80,60,8,2,3,4,15,0,20,10,30,3,23,5,Some,Graduate degree,Country,Freeze time,Rich,Relative,Health
USA,PA,2023,11,Male,17,Right-Handed,202,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NC,2023,12,Male,17,Right-Handed,170.2,27,175,2,Bus,15,0.343,39,Cycling,500,500,500,500,800,1000,28,Left foot,83,80,Index finger,January,Spring,No,No,Meat,Water,Computers and technology,7,10,5,Yes - broadband connection,Internet chat or instant messaging,20,100,3,0,10,10,3,5,8,2,5,0,6,7,Some,Undergraduate degree,Rap/Hip hop,Telepathy,Happy,Relative,Religious
USA,NJ,2023,12,Male,18,Left-Handed,178,40,183,1,Car,25,0.346,34,Baseball/Softball,134,390,390,412,904,1000,40,Same length,130,90,Index finger,January,Summer,No,No,Pizza/Pasta,,Physical education,6,11,5,Yes - other,In person,10,15,28,15,0,4,24,1,56,4,1,12,0,0,A lot,Undergraduate degree,Rap/Hip hop,Super strength,Rich,Sports person,Other
USA,TX,2023,12,Female,17,Right-Handed,80,24,184,1,Car,5,0.363,46,Gymnastics,791,706,743,754,914,898,25,Left foot,102,98,Index finger,June,Summer,Yes,No,Breads/Sandwiches,Juice,Mathematics and statistics,8,8,3,Yes - broadband connection,In person,2,4,64,4,1,10,2,0,20,1,20,1,10,2,Very little,Undergraduate degree,Rhythm and blues (R&B),Fly,Happy,Friend,Environment
USA,SC,2023,11,Female,17,Right-Handed,152,21,150,1,Car,30,0.443,45,Soccer,1000,1000,647,850,572,807,21,Same length,65,60,Index finger,August,Spring,Yes,No,Fruit,Water,Art,10,10,4,Yes - other,Cell phone,200,200,0,30,3,2,0,3,3,3,6,1,0,1,Some,Undergraduate degree,Other,Fly,Rich,Relative,"Wildlife, animals"
USA,WA,2023,11,Male,16,Right-Handed,152.4,30.48,166.3,2,Bus,15,0.339,44,Walking/Hiking,866,508,866,727,139,139,30.48,Same length,76.2,76.2,Same length,January,Spring,No,No,Meat,Soft drink (caffeinated),Art,6,6,5,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",17,25,0,2,2-Jan,4,0,3,2,2,2,2,0,3,Some,Some college,Pop,Freeze time,Happy,Musician or singer,"Wildlife, animals"
USA,NY,2023,10,Female,16,Right-Handed,157,20,137,2,Rail (Train/Tram/Subway),30,0.28,32,Walking/Hiking,941,807,1000,914,738,754,20,Same length,76,64,Index finger,February,Winter,No,No,Desserts,Milk,Science,4,10,5,Yes - broadband connection,Text messaging,20,30,0,3,21,0,0,3,5,2,31,25,0,1,A lot,Graduate degree,Rap/Hip hop,Freeze time,Happy,Friend,Environment
USA,OH,2023,11,Female,16,Right-Handed,5’8,7,25,1,Car,15,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,ID,2023,11,Female,16,Right-Handed,168.9,24,173,2,Car,7,0.349,43,Dancing,600,1000,1000,1000,800,1000,25,Left foot,70,68,Index finger,July,Summer,No,No,Meat,Water,Physical education,7,10,4,Yes - broadband connection,Text messaging,10,11,20,2,10,2,13,0,10,2,10,1,3,1,A lot,Graduate degree,Pop,Invisibility,Rich,Friend,Health
USA,NY,2023,12,Female,17,Right-Handed,167,24,,1,Rail (Train/Tram/Subway),60,0.359,43,Running/Jogging,,,,,,,23,Right foot,127,120,Ring finger,January,Fall,Yes,Yes,Fruit,Water,Science,4,8,3,Yes - broadband connection,In person,100,400,,,,,,,,,,,,,A lot,Graduate degree,Rock and roll,Telepathy,Rich,Musician or singer,"Wildlife, animals"
USA,GA,2023,12,Male,17,Right-Handed,170,30,163,1,Car,5,0.307,44,Baseball/Softball,500,750,250,500,750,500,28,Right foot,10,8,Index finger,March,Spring,No,No,Seafood,Juice,History,8,8,4,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",7,10,3,2,3,3,2,4,4,2,2,2,44,2,Some,Other,Rap/Hip hop,Invisibility,Rich,Relative,Health
USA,NY,2023,12,Male,18,Right-Handed,178,,,2,Rail (Train/Tram/Subway),45,0.212,56,Basketball,750,330,480,700,700,850,,Right foot,,,,July,Spring,No,No,Meat,Soft drink (caffeinated),English,8,6,,Yes - broadband connection,In person,5,5,8,1,4,3,7,12,15,5,10,4,0,4,Very little,Graduate degree,Classical,Telepathy,Happy,Relative,Education/Youth development
USA,IN,2023,12,Male,18,Right-Handed,182,29,183.5,1,Car,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2023,9,Female,14,Right-Handed,164,24,161,2,Car,13,0.459,38,Other,700,400,800,900,300,1000,22,Same length,85,75,Index finger,January,Winter,No,No,Rice/Noodle dishes,Tea,Art,6,10,4,Yes - broadband connection,Internet chat or instant messaging,1,3,9,0,4,3,0,0,80,80,100,3,3,0,Some,Graduate degree,Punk rock,Fly,Happy,Relative,Education/Youth development
USA,WA,2023,11,Female,17,Right-Handed,157.5,17.8,,2,Car,6,0.343,40,Martial Arts,,90,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2023,12,Male,17,Right-Handed,175,28,175,1,Car,20,0.471,47,Athletics,400,400,680,580,950,990,27,Same length,,,,July,Summer,Yes,Yes,Seafood,Water,English,7,9,4,Yes - other,,,,,,,,,,,,,,,,,Graduate degree,Pop,,,Relative,"Arts, culture, sports"
USA,MA,2023,10,Male,15,Right-Handed,175,27,180,1,Car,5,0.32,47,Basketball,1000,1000,610,733,118,497,26,Right foot,100,90,Index finger,June,Fall,No,No,Seafood,Water,English,8,11,3,Yes - other,"Myspace, Facebook, other social networking sites, or blog",10,20,10,4,15,12,15,1,3,1,12,3,0,5,Some,Undergraduate degree,Country,Invisibility,Happy,Sports person,Health
USA,NC,2023,11,Female,17,Right-Handed,5'6,22,,2,Car,12,0.37,39,Other,,,,,,,22,Same length,,,Index finger,August,Fall,Yes,No,Poultry,Water,English,5,7,5,Yes - other,Text messaging,9,40,4,0,6,2,0,0,4,3,20,0,16,2,Some,Undergraduate degree,Rock and roll,Freeze time,Happy,Actor,International aid
USA,CA,2023,12,Female,18,Right-Handed,161,22,157,2,Car,10,0.45,33,Other,950,700,700,800,200,600,23,Left foot,85,80,Index finger,March,Fall,Yes,No,Meat,Water,History,7,8,5,Yes - other,Text messaging,100,100,25,2,3,3,5,0,10,10,20,0,15,4,Some,Graduate degree,Rhythm and blues (R&B),Telepathy,Rich,Relative,Health
USA,TX,2023,12,Female,18,Right-Handed,59,23.5,,2,Car,10,0.381,42,Other,500,500,800,800,1000,1000,23.5,Same length,65,65,Same length,February,Fall,No,No,Rice/Noodle dishes,Coffee,Other,5,9,2,Yes - other,Text messaging,136,388,24,2,6,2,16,0,10,7,48,20,42,8,A lot,Graduate degree,Rap/Hip hop,Fly,Rich,Relative,"Wildlife, animals"
USA,CA,2023,12,Female,17,Right-Handed,155.4,,,2,Walk,30,0.401,37,Other,743,738,711,187,112,631,,,80,75,Index finger,January,Winter,No,No,Desserts,Juice,Music,6,7,5,Yes - other,In person,,,,,,,,,,,,,,,Very little,,Rock and roll,Freeze time,Happy,,"Arts, culture, sports"
USA,IN,2023,12,Female,17,Left-Handed,178,27,75,1,Bus,15,15,50,Swimming,900,700,800,600,100,900,28,Left foot,8,7,Index finger,May,Summer,Yes,No,Seafood,Powdered drink,Other,8,,7,Yes - broadband connection,In person,55,50,15,8,2,10,1,0,3,3,0,4,0,2,Some,Some college,Rap/Hip hop,Telepathy,Famous,Relative,Health
USA,WA,2023,11,Male,16,Right-Handed,183,29.21,67,2,Walk,15-Oct,0.437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,AK,2023,12,Female,17,Right-Handed,152,23.2,145,2,Car,20,0.918,67,None,1000,1000,1000,1000,0,0,23.1,Right foot,73,99,Ring finger,October,Summer,No,No,Rice/Noodle dishes,Water,Mathematics and statistics,5,10,3,Yes - other,Internet chat or instant messaging,300,375,0,,,,,,,,,,,,,,,,,,
USA,NY,2023,11,Male,17,Right-Handed,171,24,,2,Walk,30,0.058,39,Martial Arts,,,,,,,24,Same length,,,Ring finger,December,Spring,Yes,No,Meat,Water,Science,8:30,9,3,Yes - other,In person,20,100+,12,2,5,10,24,1,1,5,12,1,6,3,Some,Some college,Rap/Hip hop,Fly,Healthy,Sports person,Environment
USA,SC,2023,11,Male,17,Right-Handed,185,25.4,167,1,Car,9,0.404,44,Dancing,834,610,1000,791,160,422,25.6,Left foot,76.2,76.8,Ring finger,May,Winter,Yes,No,Desserts,Water,Science,6,5,3,Yes - other,In person,300,350,30,1,10,15,2,9,50,70,40,7,20,5,Some,Graduate degree,Other,Freeze time,Rich,Other,"Wildlife, animals"
USA,CA,2023,12,Female,17,Right-Handed,157.4,26,161.2,2,Car,10,0.417,41,Athletics,770,561,471,353,551,674,26,Same length,7.4,8.3,Ring finger,August,Summer,No,Yes,Rice/Noodle dishes,Water,Science,5.5,7,4,Yes - broadband connection,Text messaging,8,15,5,0,30,1,0,0,0,0.5,25,1,0,1,Some,Graduate degree,Classical,Telepathy,Happy,Relative,"Wildlife, animals"
USA,OH,2023,11,Female,17,Right-Handed,5'2,21,140,1,Walk,5,0.376,39,Baseball/Softball,193,545,365,342,421,543,24,Same length,1,2,Ring finger,January,Summer,Yes,No,Desserts,Sports drink,Other,8,10,3,Yes - broadband connection,Text messaging,20,10,4,1,0,10,6,2,3,2,2,4,6,4,Very little,Less than high school,Classical,Super strength,Rich,Business person,"Arts, culture, sports"
USA,NC,2023,11,Male,17,Right-Handed,194,28,184,2,Car,10,0.272,30,Athletics,500,400,300,300,400,500,30,Left foot,80,80,Same length,November,Fall,Yes,No,Meat,Juice,Mathematics and statistics,7,8,4,Yes - other,,10,20,40,1,3,3,30,10,2,0.5,30,2,20,5,Some,Graduate degree,Rap/Hip hop,Freeze time,Rich,Sports person,Environment
USA,KY,2023,9,Female,15,Ambidextrous,5’5,167,24,1,Car,15,0.68,59,Basketball,1000,1000,1000,900,500,500,170,Right foot,6,4,Index finger,May,Summer,Yes,,Seafood,Water,Physical education,6,7,3,Yes - dial-up connection,Text messaging,5,14,5,11,6,7,0,0,8,6,9,2,10,3,A lot,Some college,Rhythm and blues (R&B),Telepathy,Rich,Other,Health
USA,NH,2023,12,Male,17,Right-Handed,178,30,72,1,Car,5,0.3,40,Soccer,647,636,684,503,465,850,30,Same length,75,75,Same length,August,Summer,No,No,Meat,Juice,Physical education,7,9,5,Yes - other,Text messaging,40,46,20,2,0,5,10,6,15,5,10,18,15,1,Some,Graduate degree,Pop,Fly,Rich,Sports person,"Wildlife, animals"
USA,MA,2023,10,Male,15,Left-Handed,165.5,26.67,157.4,3,Bus,30,0.4,43,Football (American),1000,658,1000,850,1000,465,26.67,Same length,88.9,101.6,Ring finger,July,Summer,No,No,Pizza/Pasta,Water,Other,7,4-Mar,3,Yes - broadband connection,Text messaging,30,50,2,0,4-Mar,12,3,10,10,4,10,10,8-Jul,2,Some,Some college,Rock and roll,Telepathy,Famous,Coach or club leader,"Arts, culture, sports"
USA,IN,2023,12,Female,16,Right-Handed,160,23,156,1,Bus,10,1.646,57,Dancing,,,,,,,24,Left foot,6,6,Ring finger,August,Summer,Yes,No,Pizza/Pasta,Water,Other,5,8,3,Yes - other,In person,600,700,,,,,,,,,,,,,A lot,Graduate degree,Rap/Hip hop,Super strength,Rich,Actor,"Arts, culture, sports"
USA,CA,2023,12,Female,17,Right-Handed,162.5,24,164,1,Car,5,0.364,40,Running/Jogging,1000,800,900,900,90,150,23,Right foot,70,70,Same length,March,Spring,No,No,Fruit,Water,Art,6,10,4,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",30,20,5,6,5,3,0,1,5,1,30,10,4,2,Some,Graduate degree,Pop,Fly,Happy,Friend,Health
USA,AK,2023,12,Female,16,Right-Handed,160,25,159,1,Car,10,0.34,31,Gymnastics,500,200,500,500,50,600,25,Same length,89,77,Index finger,April,Summer,No,No,Pizza/Pasta,Water,Physical education,5-Mar,7-May,3,Yes - broadband connection,Text messaging,79,109,8,12,1,8,3,1,12,12,12,2,16-34,1,Some,High school,Heavy metal,Telepathy,Healthy,Actor,Education/Youth development
USA,NC,2023,11,Male,16,Left-Handed,186,28,184,1,Car,20,0.39,38,Soccer,1000,1000,1000,0,520,520,28,Same length,100,100,Same length,October,Fall,No,No,Meat,Tea,Mathematics and statistics,7,8,5,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",1,1,0,0.1,?,18,10,0.1,15,0.01,13,2,0,4,A lot,Graduate degree,Other,Freeze time,Rich,Other,Environment
USA,VA,2023,12,Male,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,AL,2023,12,Female,18,Right-Handed,4'11,25 c,150,1,Car,8,0.44,33,Baseball/Softball,936,711,1000,572,738,1000,,,,,,,,,,,,,6,3,2,Yes - other,"Myspace, Facebook, other social networking sites, or blog",5,2,10,10,6,15,4,4,8,12,13,7,13,17,A lot,,Other,Telepathy,Healthy,Business person,"Wildlife, animals"
USA,NC,2023,12,Female,17,Left-Handed,160.2,22.86,150,1,Car,25,0.311,43,Dancing,626,834,1000,503,278,722,22.86,Same length,85 mm,85 mm,Same length,July,Summer,No,No,Rice/Noodle dishes,Water,Science,7.5,10,2,Yes - broadband connection,Text messaging,7,13,90,70,28,14,42,7,49,35,14,0,0,14,Very little,Graduate degree,Rhythm and blues (R&B),Freeze time,Famous,Community leader or elder,International aid
USA,MN,2023,10,Male,15,Right-Handed,172,27.8,174,3,Walk,10,0.4,53,Martial Arts,0,0,0,0,0,1,27,Right foot,7,8,Ring finger,June,Summer,No,No,Breads/Sandwiches,Water,Art,8,8,2,Yes - other,Internet chat or instant messaging,10,10,60,4,1,0.5,1,0,0,0,0,5,0,1,A lot,Graduate degree,Rap/Hip hop,Invisibility,Rich,Sports person,"Wildlife, animals"
USA,SC,2023,12,Male,17,Right-Handed,196,30,174,2,Car,15,0.712,45,Soccer,6,6,6,7,4,5,30,Same length,140,100,Index finger,March,Summer,No,No,No favorite,Water,Physical education,8,8,4,Yes - broadband connection,In person,100,100,16,2,0,5,15,7,2,5,3,5,24,4,Very little,Graduate degree,Rap/Hip hop,Super strength,Healthy,Relative,International aid
USA,NC,2023,11,Male,17,Right-Handed,172,27,148,1,Car,10,0.416,40,Other,900,800,750,800,700,800,27,Left foot,80,70,Index finger,January,Spring,Yes,No,Rice/Noodle dishes,Tea,Science,6,10,2,Yes - broadband connection,Text messaging,35,27,0,12,0,8,1,14,32,1.5,8,2,30,5,A lot,Graduate degree,Rhythm and blues (R&B),Telepathy,Rich,Actor,"Wildlife, animals"
USA,VA,2023,12,Male,18,Right-Handed,180,27,191,1,Car,30,0.448,45,Baseball/Softball,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,SC,2023,12,Female,17,Right-Handed,157.4,,,,Car,7,0.488,37,Athletics,900,500,1000,1000,100,500,,,,,,May,Summer,No,No,Desserts,Tea,English,8,6,3,Yes - broadband connection,Text messaging,15,20,15,10,2,15,10,5,10,12,8,8,25,3,A lot,Graduate degree,Rap/Hip hop,Telepathy,Happy,Relative,Religious
USA,CA,2023,12,Male,17,Right-Handed,170,25,165,1,Car,10,0.734,46,Soccer,400,600,300,300,900,1000,25,Same length,70,77,Index finger,April,Summer,Yes,No,No favorite,Water,Mathematics and statistics,7,9,4,Yes - broadband connection,Text messaging,30,30,20,1,2,4,5,1,4,4,8,1,8,1,Some,Graduate degree,Pop,Freeze time,Happy,Relative,"Wildlife, animals"
USA,NJ,2023,12,Male,18,Right-Handed,185,27,185,2,Car,10,0.343,49,Athletics,100,100,200,100,850,1000,27,Same length,85,90,Ring finger,November,Spring,No,No,Meat,Water,Physical education,7,8,4,Yes - other,Text messaging,500,500,18,1,3,3,15,18,4,6,2,15,0,1,Very little,Undergraduate degree,Rap/Hip hop,Freeze time,Happy,Sports person,Environment
USA,IA,2023,12,Female,17,Right-Handed,170,247,167,1,Car,10,0.38,49,Walking/Hiking,500,800,900,900,800,980,,Right foot,65,70,Ring finger,January,Fall,Yes,No,Other,Water,Music,8,8,3,Yes - other,In person,30,30,4,0,3,3,0,0,3,4,5,2,16,6,A lot,Undergraduate degree,Other,Telepathy,Happy,Relative,Religious
USA,OR,2023,11,Male,17,Left-Handed,173,25,183,1,Car,9,0.301,30,Basketball,0,0,0,0,999,1000,25,Same length,9.5,10,Ring finger,August,Summer,No,No,Meat,Tea,Other,4,4,7,Yes - broadband connection,In person,0,0,21,0,6,24,16,5,0,0,10,8,40,2,A lot,High school,Country,Freeze time,Happy,Friend,Other
